City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,christchurch,-43.5333,172.6333,48.99,91,0,3.44,NZ,1621665933
387,morondava,-20.2833,44.2833,78.17,43,0,7.11,MG,1621666013
388,sinnamary,5.3833,-52.95,77.09,90,100,10.69,GF,1621666014
389,huasahuasi,-11.3167,-75.6167,39.85,84,87,0.58,PE,1621666014
390,kuching,1.55,110.3333,86.22,84,40,2.3,MY,1621665794
391,conceicao das alagoas,-19.9147,-48.3883,67.69,48,100,5.39,BR,1621666015
392,wanaka,-44.7,169.15,42.55,67,0,1.61,NZ,1621666016
393,kahului,20.8947,-156.47,75.85,72,20,12.66,US,1621665731
394,chuy,-33.6971,-53.4616,60.13,92,100,22.03,UY,1621666016
395,andahuaylas,-13.6556,-73.3872,47.97,86,47,1.59,PE,1621666017
396,la ronge,55.1001,-105.2842,37.65,56,40,2.3,CA,1621666017
397,parfenyevo,58.484,43.4088,61.47,48,3,10.8,RU,1621666017
398,kieta,-6.2167,155.6333,81.5,84,24,1.66,PG,1621666018
399,lasa,46.6166,10.7002,47.28,100,100,1.81,IT,1621666018
400,banda aceh,5.5577,95.3222,86.77,66,100,13.87,ID,1621666019
401,lavrentiya,65.5833,-171.0,31.93,95,61,2.55,RU,1621666019
402,iranshahr,27.2025,60.6848,98.94,8,0,9.22,IR,1621666020
403,saint-francois,46.4154,3.9054,53.19,81,75,6.91,FR,1621666020
404,razole,16.4833,81.8333,89.89,66,100,5.57,IN,1621666020
405,puerto cabezas,14.0351,-83.3888,77.68,89,14,8.43,NI,1621666021
406,monforte de lemos,42.5216,-7.5142,51.69,87,80,4.18,ES,1621666021
407,biltine,14.5333,20.9167,94.82,9,28,12.95,TD,1621666022
408,araouane,18.9048,-3.5265,90.72,25,75,12.5,ML,1621666022
409,kumi,36.1136,128.336,80.28,45,0,11.25,KR,1621666023
410,weinan,34.5036,109.5089,85.69,41,100,11.59,CN,1621665983
411,lenine,45.2986,35.7771,64.94,74,86,17.29,UA,1621666023
412,kodinsk,58.6881,99.1844,56.28,29,100,4.52,RU,1621666024
413,labuhan,-6.8844,112.2051,83.71,71,60,8.19,ID,1621666024
414,brae,60.3964,-1.353,44.51,66,95,15.26,GB,1621666024
415,saint anthony,45.0205,-93.218,72.18,89,40,3.0,US,1621666025
416,cidreira,-30.1811,-50.2056,64.24,94,100,11.56,BR,1621666026
417,naryan-mar,67.6713,53.087,68.97,54,100,17.52,RU,1621666026
418,los llanos de aridane,28.6585,-17.9182,67.12,63,20,22.64,ES,1621666026
419,acapulco,16.8634,-99.8901,79.83,55,90,3.85,MX,1621666027
420,adeje,28.1227,-16.726,75.02,60,0,1.99,ES,1621666027
421,road town,18.4167,-64.6167,80.69,74,100,16.84,VG,1621666028
422,krasnoarmeysk,51.0239,45.6969,74.46,55,100,3.47,RU,1621666028
423,praia da vitoria,38.7333,-27.0667,57.45,62,20,17.85,PT,1621666028
424,mitsamiouli,-11.3847,43.2844,81.12,62,5,8.79,KM,1621666029
425,quatre cocos,-20.2078,57.7625,76.08,58,71,18.92,MU,1621666029
426,tigzirt,36.8886,4.1198,71.8,59,50,5.41,DZ,1621666030
427,newala,-10.9431,39.2787,68.52,77,100,3.49,TZ,1621666030
428,menongue,-14.6585,17.691,65.43,44,0,8.01,AO,1621666030
429,morristown,36.214,-83.2949,68.05,64,20,0.0,US,1621665949
430,mayumba,-3.432,10.6554,79.18,84,92,3.36,GA,1621666031
431,luanda,-8.8368,13.2343,75.2,94,40,2.3,AO,1621666031
432,sabancuy,18.9667,-91.1833,74.68,90,73,6.44,MX,1621665974
433,denpasar,-8.65,115.2167,85.66,67,20,9.35,ID,1621666032
434,holzminden,51.828,9.4455,53.85,73,74,15.99,DE,1621666032
435,lerwick,60.1545,-1.1494,44.6,67,100,16.69,GB,1621666033
436,portland,45.5234,-122.6762,52.56,84,0,1.01,US,1621666019
437,tiarei,-17.5333,-149.3333,78.82,74,18,10.56,PF,1621666033
438,fare,-16.7,-151.0167,81.55,72,0,12.88,PF,1621666034
439,makhinjauri,41.6739,41.694,62.46,86,75,11.23,GE,1621666034
440,klimovo,52.3805,32.1923,60.1,67,5,11.88,RU,1621666034
441,marsh harbour,26.5412,-77.0636,74.79,63,13,21.68,BS,1621666035
442,yumbing,9.2393,124.6578,84.22,69,68,4.25,PH,1621666035
443,san patricio,28.017,-97.5169,77.09,95,23,7.2,US,1621666036
444,tuapse,44.1125,39.0742,66.06,79,100,8.14,RU,1621666036
445,fairbanks,64.8378,-147.7164,55.4,48,90,5.75,US,1621665750
446,beziers,43.3476,3.219,58.28,58,0,8.66,FR,1621666037
447,sovetskiy,61.3614,63.5842,76.71,36,10,12.08,RU,1621666037
448,shakawe,-18.3667,21.85,66.25,33,0,9.15,BW,1621666037
449,kamaishi,39.2667,141.8833,68.95,97,100,6.33,JP,1621666038
450,ilhabela,-23.7781,-45.3581,69.37,74,100,5.88,BR,1621666015
451,jurm,36.8648,70.8342,66.92,39,66,5.3,AF,1621666039
452,micheweni,-4.9667,39.8333,80.38,71,99,11.95,TZ,1621666039
453,albanel,48.8832,-72.4487,64.54,100,100,6.91,CA,1621666040
454,puri,19.8,85.85,93.72,68,98,11.83,IN,1621666040
455,aleksandrovskoye,44.7142,43.0008,82.54,68,17,13.15,RU,1621666040
456,provideniya,64.3833,-173.3,39.54,71,42,6.64,RU,1621665905
457,plouzane,48.3833,-4.6167,50.32,77,75,19.55,FR,1621666041
458,mahdasht,35.7299,50.8111,88.02,13,40,16.11,IR,1621666041
459,ust-maya,60.4167,134.5333,52.39,27,92,10.31,RU,1621666042
460,mazagao,-0.115,-51.2894,78.85,98,59,2.66,BR,1621666042
461,omboue,-1.5746,9.2618,75.87,92,100,4.25,GA,1621666043
462,benghazi,32.1167,20.0667,67.89,57,6,9.6,LY,1621666043
463,tautira,-17.7333,-149.15,78.82,75,21,10.67,PF,1621666044
464,orange,33.7,-117.7675,58.59,79,90,1.01,US,1621666044
465,ati,13.2154,18.3353,94.26,30,13,10.25,TD,1621666044
466,linqiong,30.4159,103.4609,81.79,54,89,4.65,CN,1621666045
467,tobol,52.6844,62.5794,82.81,32,97,8.52,KZ,1621666045
468,dingle,10.9995,122.6711,86.88,64,49,1.74,PH,1621666046
469,bonthe,7.5264,-12.505,76.08,88,100,2.42,SL,1621666046
470,havre,49.5833,0.3333,51.35,81,90,22.57,FR,1621666047
471,rio tercero,-32.173,-64.1141,52.81,55,0,14.94,AR,1621666047
472,sur,22.5667,59.5289,97.47,36,0,9.19,OM,1621666048
473,daru,-9.0763,143.2092,78.91,89,100,17.76,PG,1621666048
474,ferrol,43.4832,-8.2369,52.27,79,90,12.64,ES,1621666048
475,nyurba,63.2842,118.3319,52.41,34,96,6.58,RU,1621666049
476,tarko-sale,64.9225,77.785,73.04,49,24,7.07,RU,1621666049
477,mpika,-11.8343,31.4529,66.15,45,3,10.07,ZM,1621666050
478,meulaboh,4.1363,96.1285,86.77,62,68,5.77,ID,1621666050
479,manuk mangkaw,4.8,119.85,83.73,71,96,3.56,PH,1621666050
480,langarud,37.197,50.1535,75.25,55,92,5.03,IR,1621666051
481,alegrete,-29.7831,-55.7919,59.56,92,100,14.63,BR,1621666051
482,alofi,-19.0595,-169.9187,78.69,94,100,4.61,NU,1621666052
483,kon tum,14.35,108.0,93.16,43,71,4.07,VN,1621666052
484,sabha,27.0377,14.4283,88.05,19,0,14.54,LY,1621666053
485,dengzhou,37.8086,120.7508,77.67,46,3,7.0,CN,1621666053
486,mombasa,-4.0547,39.6636,82.81,74,40,10.36,KE,1621666053
487,takoradi,4.8845,-1.7554,78.91,84,100,3.78,GH,1621666054
488,duzce,40.8389,31.1639,54.84,99,100,4.21,TR,1621665915
489,goryachegorsk,55.4053,88.9154,47.66,63,100,11.81,RU,1621666055
490,svetlaya,46.5389,138.3297,55.18,71,100,4.65,RU,1621666055
491,coos bay,43.3665,-124.2179,52.99,81,90,8.05,US,1621665775
492,tura,25.5198,90.2201,84.18,75,38,3.51,IN,1621666056
493,argos,37.6333,22.7333,67.28,38,2,1.79,GR,1621665860
494,haines junction,60.7522,-137.5108,44.55,57,99,5.75,CA,1621665855
495,nouakchott,18.0858,-15.9785,66.13,93,5,7.85,MR,1621665809
496,mwense,-10.3845,28.698,70.92,43,7,7.27,ZM,1621666057
497,waverley,-25.7023,28.2591,56.53,43,22,2.3,ZA,1621666058
498,sembakung,3.8167,117.25,89.53,53,61,0.51,ID,1621666058
499,lixourion,38.2019,20.4314,66.2,57,0,1.83,GR,1621666059
500,roebourne,-20.7833,117.1333,84.83,22,0,7.63,AU,1621666059
501,bani,18.2833,-70.3333,77.86,76,100,9.24,DO,1621666059
502,palmer,42.1584,-72.3287,67.19,75,75,2.44,US,1621665935
503,pekalongan,-6.8886,109.6753,90.01,68,51,6.29,ID,1621666060
504,veraval,20.9,70.3667,87.17,68,6,11.52,IN,1621666060
505,torrevieja,37.9787,-0.6822,74.19,83,11,4.0,ES,1621666001
506,tiznit,29.5833,-9.5,86.11,19,98,2.66,MA,1621666061
507,chukhloma,58.7525,42.6825,59.94,44,0,11.48,RU,1621666061
508,ancud,-41.8697,-73.8203,48.42,85,89,2.71,CL,1621666062
509,swellendam,-34.0226,20.4417,43.18,72,0,3.27,ZA,1621666062
510,florianopolis,-27.6146,-48.5012,68.63,97,75,1.99,BR,1621666063
511,bani walid,31.7566,13.9942,68.45,56,0,9.51,LY,1621666063
512,sarai sidhu,30.5949,71.9698,98.37,11,0,7.96,PK,1621666064
513,kenora,49.8167,-94.4337,65.59,100,75,8.05,CA,1621666064
514,caloundra,-26.8,153.1333,69.64,77,0,14.32,AU,1621666064
515,xinxiang,35.3089,113.8672,95.05,18,78,14.61,CN,1621666065
516,marfino,55.7028,37.3822,61.88,48,0,9.82,RU,1621666065
517,ewo,-0.8725,14.8206,76.48,84,91,2.98,CG,1621666066
518,moen,69.1304,18.6123,41.72,52,75,12.66,NO,1621666066
519,eyl,7.9803,49.8164,86.83,52,100,21.68,SO,1621666066
520,clarence town,-32.5833,151.7833,63.86,87,0,3.83,AU,1621666067
521,upington,-28.4478,21.2561,50.38,57,0,2.3,ZA,1621666067
522,mooresville,35.5849,-80.8101,61.32,86,100,4.25,US,1621666068
523,salta,-24.7859,-65.4117,54.19,65,90,4.0,AR,1621665843
524,breza,44.0183,18.2608,61.45,57,100,5.28,BA,1621666068
525,elizabeth city,36.2946,-76.2511,59.02,95,90,0.0,US,1621665845
526,fuyang,32.9,115.8167,85.19,46,99,8.08,CN,1621666069
527,havre-saint-pierre,50.2334,-63.5986,53.96,100,90,8.05,CA,1621666069
528,fortuna,40.5982,-124.1573,50.94,59,90,3.0,US,1621666070
529,damghan,36.1683,54.348,81.5,15,100,3.65,IR,1621666070
530,muros,42.7762,-9.0603,50.99,73,100,11.59,ES,1621666071
531,bada,51.392,109.8717,44.35,63,100,13.18,RU,1621666071
532,uppsala,60.0,17.75,54.43,53,90,5.41,SE,1621666071
533,gilbues,-9.8317,-45.3439,68.9,62,2,3.2,BR,1621666072
534,merauke,-8.4667,140.3333,81.45,84,85,15.55,ID,1621666072
535,sribne,50.6638,32.9187,61.84,60,4,4.21,UA,1621666073
536,stornoway,58.2093,-6.3865,40.96,87,40,13.8,GB,1621666073
537,hot springs,34.5037,-93.0552,71.31,90,90,1.99,US,1621665827
538,izhma,65.0083,53.9113,65.46,62,95,13.94,RU,1621666074
539,unity,52.4501,-109.1682,39.78,64,55,5.73,CA,1621665788
540,roald,62.5833,6.1333,59.16,76,23,4.61,NO,1621666074
541,mugumu,-1.85,34.7,71.67,64,96,3.02,TZ,1621666075
542,mastic beach,40.7668,-72.8521,62.8,87,1,1.01,US,1621666075
543,emerald,-23.5333,148.1667,77.14,36,90,8.05,AU,1621666076
544,olivenza,38.6832,-7.103,54.46,59,100,7.61,ES,1621666076
545,marmaris,36.855,28.2742,71.55,42,0,10.65,TR,1621665885
546,mponela,-13.5319,33.7401,60.89,47,6,7.2,MW,1621666077
547,luganville,-15.5333,167.1667,77.0,78,94,9.15,VU,1621666077
548,talcahuano,-36.7167,-73.1167,46.08,100,20,3.44,CL,1621665844
549,horasan,40.0458,42.1728,77.58,26,93,13.6,TR,1621666078
550,ouegoa,-20.35,164.4333,72.25,68,12,7.38,NC,1621666078
551,kyzyl-suu,42.3414,78.0056,62.33,38,0,7.9,KG,1621666079
552,tabat,-2.635,115.2274,93.99,43,32,2.17,ID,1621666079
553,waipawa,-41.4122,175.5153,51.03,69,100,7.96,NZ,1621666080
554,nizhnekamsk,55.6366,51.8245,70.59,57,0,19.39,RU,1621665866
555,bolshaya martynovka,47.271,41.6679,65.68,77,100,7.31,RU,1621666080
556,mahanje,-9.9333,35.3333,68.31,65,84,0.67,TZ,1621666081
557,port-gentil,-0.7193,8.7815,76.96,94,75,5.75,GA,1621666081
558,campina verde,-19.5356,-49.4864,67.6,48,100,6.85,BR,1621666082
559,vestmannaeyjar,63.4427,-20.2734,41.79,72,36,9.35,IS,1621666082
560,kaeo,-35.1,173.7833,57.33,87,100,14.81,NZ,1621666083
561,hami,42.8,93.45,65.37,12,18,4.74,CN,1621666083
562,basar,27.9833,94.6667,76.46,98,99,1.54,IN,1621666083
563,flin flon,54.7682,-101.865,27.54,99,72,3.6,CA,1621665911
564,talas,38.6908,35.5538,61.47,52,40,9.75,TR,1621666084
565,wuwei,37.9281,102.6414,51.33,63,100,4.68,CN,1621666085
566,formosa do rio preto,-11.0483,-45.1931,67.55,64,0,1.36,BR,1621666085
567,pingliang,35.5392,106.6861,52.09,63,100,25.26,CN,1621666086
568,batemans bay,-35.7167,150.1833,61.92,87,0,2.44,AU,1621666086
